reviewId,content,score,at
6db2a0fa-46f6-46db-8c76-8b3b86e891ba,"KENAPA SAYA TIDAK BISA MELAKUKAN TRANSFER ATAU MENGISI E WALLET, TOLONG DIPERBAIKI SEGERA!! SAYA SANGAT DIRUGIKAN KARENA JADI TELAT MEMBAYAR TAGIHAN!!!!",1,1/8/2025 0:08
50a75a51-5535-4c14-b660-bb02d664bd9f,Sueee mau TF aja susah amat,1,1/7/2025 23:32
a3a4e5ec-74b7-4ec3-8078-7c933a53a74f,"Saya pernah punya akun BNI mobile banking, berhubung di Aceh harus beralih ke BSI jadi akun saya lupa id nya kartu debit juga hilang, bagaimana solusinya",5,1/7/2025 22:11
48f644c1-ce58-483c-8648-bc822d4bda92,Kenapa kok nggak kompatibke dengan redmi note 4. Masa harus ganti Hp.. aduuhh,3,1/7/2025 20:17
fbe4dffd-dab5-4ec2-9b71-1098eb13fec3,Setelah selesai bikin rekenink di suruh login dengan nomor debit padahal belom juga sempat liat nomor debit ny ini gmna saya mau top up ny kalo saya nggak bisa login lagi,2,1/7/2025 20:11
07e3565c-3bee-431f-af01-bb008ec85271,bukanya hrus pke wifi.pke data seluler gk bisa buka,1,1/7/2025 19:54
54908490-83af-4bbf-bcfb-bdccbbb009a0,"Aneh, buat id ga bisa-bisa padahal udah bener",3,1/7/2025 16:59
0c04849a-c972-449f-8f86-e51ce792a98a,Keluar mulu,1,1/7/2025 15:50
a4ead6c8-a9d5-4d2d-a508-f7b6ddc7be36,Mantapp sangat membantu,5,1/7/2025 14:40
2c3c3cd4-5e1f-4417-9195-199bd83fd614,"Padahal USER ID dan MPIN udah bener kok malah Id atau pasword salah sih, kecewa sama aplikasi ini",1,1/7/2025 12:49
2d92abf6-b30d-4a82-937d-1b4b6c72c07a,"Layanan CS semua sangat ""SLOW RESPON"" mulai dr di whatsap , di app mbanking , sampai ke gmail",1,1/7/2025 10:54
b5c8b304-74a6-483e-a1fe-1852ad6b224f,niatnya sih mau setor tunai ehh malah jadi ilang ti duit mending pakek BCA,1,1/7/2025 9:58
a39c3dde-b675-4650-b262-cf99ea116483,"Tolong dong, di perbaiki, saat masukkan pin selalu tidak bisa padahal pin sudah benar mau mengganti pin juga tidak bisa",1,1/7/2025 9:51
fbd053ed-f21d-4456-b57e-ea787ec20175,Tidak bisa dipakai buka rekening,1,1/7/2025 9:43
3e08266e-6ac4-4cea-81f7-2cb3fc141134,"kak gimana cara mengaktifkan notifikasi BNI mobile? kalo ada transaksi masuk ngga ada notifikasi nya jadi bingung udah masuk atau belum, harus masuk ke aplikasi nya dulu",2,1/7/2025 9:17
e42d4c80-9054-4a60-b87f-dd0f6629093e,"tolong dong sistem nya diperbaiki lagi, ketika saya mau ambil tunai tanpa kartu kenapa selalu kode otp lama sekali masuk yaa, mohon kebijakan lebih lanjut terima kasih",2,1/7/2025 1:57
7e18b129-6333-4519-af03-4f0861f642e6,"Payaah sering gagal transaksi ,koneksi terputus ,kode alert tidak jelas !setiap jam 23.00 keatas tidak bisa digunakan untuk transaksi bni mobile payah .. pelayanan kalah dengan mobile bank sebelah ..!!!",1,1/6/2025 23:49
f8aa265d-5fcf-49f2-ad49-4974c707fb2d,Bagus 👍🏻,5,1/6/2025 20:41
9d7ee9fc-0b1c-4a1c-a96b-71272e5f99b6,mending balik ke bni mobile banking ini daripada pake apk yang terbaru si wondr itu,5,1/6/2025 20:29
d16e6e36-ac15-4822-af1f-42cb4afebfc9,"Kenapa harus lewat wonder klo byar listrik , download wonder susah banget dftr nya gagal terus, jadi sedih kesel pokok nya,",4,1/6/2025 20:02
ab4e198a-6af8-45ec-b1b4-73721ad187d2,"Suka terkeluar sendiri, dan itu sudah beberapa hari. Tidak ada perubahan.",4,1/6/2025 18:56
2e83330c-5d35-44f3-9310-3981787a732d,aplikasinya bagus banget saya suka...🥰🥰🥰🥰.,5,1/6/2025 17:53
3fcd13e1-a100-4340-93d8-836e8a7bb615,Ini kenapa sih tiap mau isi e-wallet gagal mulu😮‍💨 padahal saldo cukup loh😮‍💨 tolong dong diperbaiki karna ini sangat menggangu sekali apalagi saat butuh gini😤,1,1/6/2025 16:14
3a38e376-ea45-43b2-a608-89322fd42fd5,"Costumer service BNI pelayanan lamban, ada keluhan transaksi gagal dan saldo terpotong menangani nya tidak sigap.",1,1/6/2025 14:13
bcfebb22-aca5-4d94-8eb9-1ce3fb5c9b8f,Sangat membantu..tapi saat ini udah ga bisa lg transfer bayar tagihan paylater ke account sesama BNI bisa nya di bank lain.tolong dong adain lagi karena sesama BNI kan gratis..aku sebenarnya gak suka yg wonder itu..aku senengnya yg lama ..karena wonder itu rating nya jelek sekali .tolong tolong dong jangan dibikin error mau beli token listrik atau apapun.terima kasih,5,1/6/2025 13:44
8ca04011-9625-4779-9dcc-01ee7e3d417b,Masuk aplikasinya ga bisa login selalu keluar sendiri ga jelas,1,1/6/2025 13:00
655bdee1-3559-4306-a703-a7047bf585bb,Eror mulu,1,1/6/2025 12:56
35e224be-102c-42c4-be07-fa4048bfc07a,knp sering eror?,1,1/6/2025 9:28
ca3dce99-2b3c-4db9-8cc8-c72f8881d5ca,Pelayanan di bank lama sangat lama .,1,1/6/2025 9:26
b01c4f68-7e4e-4d49-8f3e-54b980ad6e59,knpa tidak bisa mendwload apk m bangking,5,1/6/2025 9:01
71ef5182-a40d-4ae8-838c-bb5b69319c17,Buat kirim dana dan transaksi token listrik tidak bisa,1,1/6/2025 7:13
a3ef17ba-66c1-48ae-9e2d-d17b2e4624b0,"Mau beli token listrik di persulit,, malah di alihkan ke app yang beda lagi,, buat apa ada menu pembelian",1,1/6/2025 7:06
9eb6e1c9-a229-49b4-845d-fea52157c8ed,"Kenapa saat saya ingin login selalu tidak bisa karena ada pemberitahuan sedang meningkatkan pelayanan. Sudah 3hari saya menunggu, tetapi tetap tidak bisa login. Padahal sebelumnya baik-baik saja. Bagaimana solusinya?",1,1/6/2025 5:42
ff664980-8079-490e-8617-5056db60f80d,Ok,5,1/6/2025 0:20
ab849861-7fb0-425d-bf22-934ec492ebac,Bni kenapa sih sms banking nya mesti berulang kali. Untuk notif yang sama. Satu kali aja udah cukup. Gak usah sms berulang2.,3,1/5/2025 23:46
874d1d38-2c93-4f5a-89bb-217c32befdfa,good,5,1/5/2025 20:13
fb85f092-f99d-4801-af32-27ea59052aad,Kenapa tidak bisa login. Malah ada pemberitahuan (user anda sudah diaktifkan diperangkat lain) Padahal ini rekening pribadi saya.. Saya sma sekali tidak pernah membagikan data saya!!!,1,1/5/2025 19:40
9e9302b8-86e0-4505-9fb8-958120795681,BNI M-banking dah enak bgt! Kenapa harus suruh pake Wondr sih gk enak bgt itu apk lelet bgt! Mana sekarang lu juga error mulu gk asik bat tolong lah yg udah bagus gak usah di buat jelek sistem M-banking lu dulu dah paling best soalnya,1,1/5/2025 19:36
1b3031ee-ce53-4eac-8f82-34d3eb2aad1f,CS NYA LAHHH LAMA BANGETTT UDAH TAU ORANG SIBUK SURUH TUNGGU HADEHH BANYAKIN LAYANAN CS NYA,1,1/5/2025 16:41
fc91cc67-6bab-46a2-9517-7f5d18f0c155,"Bank kok maling,ga ada angin,ga ada hujan uang 4600 ludes",1,1/5/2025 16:05
f3950d63-e804-4f85-960a-f5cd35627320,"Qris nya boleh dong diperbaiki, setiap mau transaksi selalu gamau detect qris bayarnya, repot banget tiap transaksi kaya gini 🙏",3,1/5/2025 15:55
0d0bf693-c22e-42f9-a547-30b7154916ac,"baru nabung tiba"" dikuras 50k wow keren",1,1/5/2025 12:57
013c4fcc-9e2f-47a8-ae52-3e3427e16b27,"Traksasi non kartu selalu bermaslah ga kaya app biru , narik di atm sring dapet uang robek padahal bukan di atm setor tunainya",1,1/5/2025 12:42
03b77a31-6d2b-414d-9828-35813c5390a8,"Gk bisa setor tunai lewat mobile tunai, update lah bosku",1,1/5/2025 11:46
5f75f150-c49f-428b-be54-e5f63a9360af,ok,5,1/5/2025 10:36
fa5b3a3f-4b45-493d-90b4-8f5c1c09effb,BNI M Banking masih lebih baik daripada Wondr..,5,1/5/2025 9:09
20d1dc86-eaca-499a-80e5-ec226a541e1b,Mantap,5,1/5/2025 8:43
43846a13-0d34-40f9-ba74-7463ee8b0eb8,Offline terus,1,1/5/2025 2:11
32dd9f59-f9dc-4788-bcea-c52547bc4a98,"Setiap tengah malam jam 00.00 selalu maintenance lama banget, tdk bisa transaksi tranfer dll. Kondisi penting tapi aplikasi lambat, kurang memuaskan. Perbaiki dan jangan lama maintenance. Sangat kacau pekerjaan.",1,1/5/2025 0:48
65712757-049d-410f-ae77-090806d07e6e,"Aplikasi sering eror, sekalinya maintenance lama, transaksi jadi terkendala",1,1/5/2025 0:14
3ed171ae-af60-4135-ac6a-8d6af7af27db,"Mengapa tidak bisa saya donlowad aplikasi ini lagi,kenapa makin tidak berea M BANKING BNI INI?",1,1/5/2025 0:02
c4aeacd0-907b-42c1-9c3b-787064a0510d,"Sedih meninggalkan mu, setelah sekian lama kami bersama mu. 😍😍😍",5,1/4/2025 21:40
7be7481f-3ed2-4e21-a459-143c2ac65368,Kenapa aplikasi y kadang tidak bisa trbuka🥺,3,1/4/2025 20:32
6d6d54c7-ab67-4f4e-b05e-441a687d2cb0,Aplikasinya bagus. Tapi Pelayanan CS nya busukkkkk,1,1/4/2025 20:21
d1113331-6d8e-40c1-a2b9-b733533f2cb6,"Dulu saldo minim masih bisa transaksi sekarang udah nggak bisa,, udah males pakai app ini . Saldo harus minim 50ribu .",1,1/4/2025 19:47
a7a24ad0-afdb-4382-a08d-4fd4738e17a7,"Ka maaf kan saya udah punya kartu debit, udah bikin rekening tadi eh pas masuk ke yang satunya yang ""apakah sudah punya kartu debit"" ko nga bisa ya",3,1/4/2025 17:59
57499387-796a-4bb0-87e6-e8fb183d662c,"Susah loh cuy buat nya, di suruh ke aplikasih baru wonder tapi wonder ngga bisa tarik tunai tanpa kartu, giliran mau buat m banking lagi susah nya minta ampun. PENYUSAHHH!",1,1/4/2025 17:13
6f55081a-f6cf-42a2-978a-a3801d87938f,"Kenapa Akun saya jadi keluar dan susah untuk masuk lg,udah bosan verifikasi",4,1/4/2025 17:05
fd640999-bc83-4074-9059-d17546c79eac,Jujur ya lebih baik BNI mobile banking daripada wondr karena detail transaksi lebih jelas juga di sini lebih detail apk nya,5,1/4/2025 16:30
5d41ac13-3bfd-4b20-8111-3df711290bb3,Kenapa sy tidak bisa ngirim ke dana dan selalu muncul tulisan gagal membuat virtual account,1,1/4/2025 14:56
0cb2e251-74b1-4b0d-8c10-8c6c387dcc45,Ruwet daftarnya,1,1/4/2025 11:10
2d0f30bc-f34d-45db-8ce0-64ea095f2e26,bagus,5,1/4/2025 11:03
c5cb5046-f569-4f22-9e06-aae4013153f0,Selalu minta login ulang,2,1/4/2025 10:12
bba3143e-089c-4958-8ea6-0a43af2d04fa,LEBIH BAIK APLIKASI INI DARIPADA BNI WONDER YAMG BANYAK MASALAH,5,1/4/2025 8:35
514ddeab-fafd-45b9-81b7-5fe5cf982517,Good,5,1/4/2025 6:45
e5b52323-c65c-4c75-9a72-8e3f19a2cd71,Gk bisa login,1,1/4/2025 3:22
aed8f875-5301-4064-a95f-6409f6fecd22,Sayah kasih dulu 3 bintang susah gak,3,1/4/2025 2:46
ee0dfbd3-bb5f-4801-bb93-d4fd4f9f57eb,"Gimana ini, verifikasi wajah sama ktp gak pernah bisa!",1,1/4/2025 2:01
6fa35384-2c14-47ec-b22e-1b33e2116709,Mau tanya rekening bni taplus pegawai..saldo minimal ya yang harus tersisa sekarang berapa.?? Ko sisa 65ribu tidak bisa pake top up/ tarik tunai 50rb,3,1/4/2025 0:41
242762c8-f2a2-4677-b374-1ef68fcdf66c,"Koq skrng GGL trus transaksi, katanya dibawah saldo minimal, kan tadinya 15rb apa skrng berubah saldo minimal",3,1/3/2025 23:34
c2b35238-84f4-4cd3-b521-5d9f88c446ab,"Saya ubah ke bintang 1, Tolong popup ketika membuka aplikasi diberikan fitur ""jangan tampil lagi"". Pop up untuk menggunakan Wondr by BNI menguras waktu saya berkali2, dimana seharusnya uang itu bisa bergerak dengan mudah dan lancar. Tolong diberi fitur jangan tampil lagi, ini aplikasi uang, jangan rutin iklan pop up.",1,1/3/2025 20:53
05f6ae8a-ad0d-498d-8739-2423999d309e,Aplikasi sangat buruk sering gangguan Pengisian etol gagal tp saldo kepotong Pembayaran Qris saldo kepotong tp tidak masuk ke penerima Tolong di benahi apk mbanking dan servernya Kami sebagai nasabah tidak nyaman dan merasa di rugikan....,1,1/3/2025 19:33
4bfb85a1-a852-491e-984f-0ba2ce3715c4,Lebih gampang,5,1/3/2025 18:01
f67493d4-e3fc-4410-b460-f2246f6ede00,"Hi min,efek musim dingin sidik jari tidak bisa buat akses masuk m-banking,alhasil m-banking keblokir,bisa masuk pakai nomor tp tetep g bisa tf uang,mohon solusi min terima kasih.",4,1/3/2025 13:14
41d5dac3-b996-4a62-841e-0b42269d765a,Ganti kartu atm di kampung sampe 2 hari.. ribed.,1,1/3/2025 10:40
a710546f-9d2d-42f0-b9ed-a9f3e9917f3b,Terimakasih,5,1/3/2025 9:03
b88dc205-2e71-438e-9820-ce4d1003e703,Okey,5,1/3/2025 7:12
4c6c99ee-c727-4a34-880c-df21bfb77a1e,"Saya masih ada saldo 100rb,hari ini saya mau kirim ke e wallet 50rb tpi ngga bisa trus padahal sebelumnya selalu bisa, saya kirim lgi 50rb biar jdi 100rb ehh tetep ngga bisa juga, akhirnya saya hapus dan download lgi pas masuk udh isi sgala macem ehh malah ada keterangan (NIK SUDAH TERDAFTAR) malah suruh ke kantor, ngga jelas..",1,1/3/2025 2:56
ed954c88-9a64-4b39-a0f6-6b5297a94d9c,Kok ngga bisa dibuka error,1,1/2/2025 22:13
97ba400d-4aad-4727-8a59-c59404080405,"Potongannya banyak banget,admin,saldo minimal,kartu,,blom klo transaksi harus ada saldo minimal yg gk kecil",1,1/2/2025 21:50
7ec36b6a-512f-4f9e-9674-2e0d132f8596,"Apa apaan,pin pas mau login udh benar malah salah,dan diminta pergantian pin,pdhl pinnya sudah benar,tapi terbacanya salah,gajelas",1,1/2/2025 21:32
0a4af85e-f9f4-4b18-812a-97e441d2f9b1,Apakah BNI Mobile Banking ini akan digantikan dengan wonder? Dan mulai kapan aplikasi BNI Mobile Banking ini di nonaktifkan/dihapus ? Mohon tanggapannya,5,1/2/2025 19:40
e514e597-2644-425e-bfe3-6aa4c47cc233,Kenapa aplikasinya nge bug,1,1/2/2025 19:06
055b0020-d232-4dd8-8e65-77de65c47c4d,Erorr,1,1/2/2025 17:58
00607d7b-deb0-41c7-9ea3-e0f2447c475c,"transfer dari shop* pay ke rek di apk shop* masuk dan transaksi berhasil tapi di rekening ga masuk wkwk costumer service wa ga ada respon masa iya harus dateng langsung ke cabang, udh via email tpi blm ada respon",1,1/2/2025 16:23
3fd9962e-3a93-464c-96dd-de6487257e55,kenapa perangkat saya gk kompatibel??,2,1/2/2025 16:22
4401a049-58db-4f95-95ea-fd2fdf0b1e84,Kode referal nya gimna,5,1/2/2025 14:11
34b923b2-0c5d-478b-9037-a0e68640f513,Dari kemarin mau bukin m-banking bni ga bisa bisa aneh,1,1/2/2025 13:19
1b697cff-4ddd-4dbf-8244-e96be42bc4b1,"Kenapa susah TF sekarang. Sering banget gagal, bkin kesel!!!",1,1/2/2025 12:43
06066ed7-8c06-471b-9078-eacedce25d00,Tidak dapat melakukan registrasi ulang,1,1/2/2025 12:22
7c92789b-3cf0-49b3-aa49-6c48338aaaac,Asli jelek bgt pas lagi butuh2nya malah maintance kamprettt👎👎👎👎,1,1/2/2025 11:32
ba125a16-5a91-4639-bb34-50adee733fb8,Hp baru di setelan pabrik/ di riset pas downlod bni mobile ko ga bisa masuk lgi.,5,1/2/2025 10:55
27d8c0a3-8514-489d-af86-3f2fe73bb210,Lebih simpel dan praktis,5,1/2/2025 10:31
9319c582-8b0f-4a85-9539-e8475eae53fc,Keren,5,1/2/2025 10:29
f44f5368-8c80-41fa-96c8-ca73e8b72c09,"Kenapa aplikasi tidak bisa diakses, sudah 2 hari tidak ada perubahan selalu force close, saya susah bertransaksi karena akses ke ATM / kantor cabang juga cukup jauh.",1,1/2/2025 10:17
1cd6452b-11dd-436c-8b83-33853a60ba26,Live chat merepotkan sangat lama,1,1/2/2025 10:12
670db8b0-8020-4b0e-9515-c105fc8df5bf,Maap min kmarin saya tf lewat ewalet ke mbanking saldo nya blm masuk smpe skarang .. Bisa di bantu,3,1/2/2025 8:53
2edfd7d8-e67e-47e8-8998-2d9ef21b0e04,Ok,3,1/2/2025 3:10
5cf5534d-1802-4b8d-be42-fe0015d63bdf,Mmakin beci mengunakan bni,1,1/2/2025 3:09
c1895329-aa6d-47b9-97e1-b94b0b71e6dd,Sangat membantu untuk transaksi pembayaran atau pembelian sip,5,1/1/2025 23:12
8b34b2be-4bb0-4086-93f1-81f5334af0de,iklan wondr ganggu!!!,1,1/1/2025 20:00
4fca3e1b-a465-49c5-b68e-76f2205dbeee,"Banyak kali potongan BNI ini, biaya saldo minimal 20rb, biaya kartu 7,5rb, biaya administrasi 10rb... Tiap bulan potongan biaya saldo minimal itu apa sihhhh...",1,1/1/2025 18:57
53b617fe-ecd4-4cb0-b0e7-a2603e09b983,"Parah bgt, seharian transaksi apapun gk bisa, tiba2 keluarlah, peningkatan layanan lah, ribet bgt, kadin emak gw LG nungguin",3,1/1/2025 18:39
251b378b-2d71-4a78-99fe-a85a04f38068,"Sudah jadi nasabah dari lama,hanya karna ganti Hp sudah login dan verifikasi semua,tapi pas mau masuk ke akun bank saya malah tidak dapat digunakan tulisannya dan disuruh ke cabang terdekat untuk aktifasi, Email Csnya juga gak di respon, gak jelas emang",1,1/1/2025 17:23
661b06aa-17da-423a-907f-764e1f59afc2,Suka aja pakai BNI,3,1/1/2025 16:59
504bf35b-a923-4eef-be54-67becb78e1b8,BNI live chat nya tidur apa yak..komplain gak dibalas2 lama banget..bayar qris gagal saldo gak kembali...makin parah aja,1,1/1/2025 16:08
fa8274b0-76ea-4a7c-ae44-56c01a320315,"pengen ambil uang pake mobile tunai malah otp nya gk dikirim2 🥴 dh ditunggu set jam, chat live agent, nyoba berkali2 tetep gk dikirim2 otp nya. buang2 waktu aja, mana live agent nya lama dapetnya, sekalinya dapet lagi tarik tunai malah dia akhiri chat. perbaiki lagi!",2,1/1/2025 15:21
88fae38a-9037-4fef-af55-d1a0adfdefbb,kenapa mau di daftar malah eror,2,1/1/2025 14:18
46260ab8-de1a-46d0-a971-14059af579bf,Mengapa saya tidak bisa mengisi saldo dana terus menerus sihh,1,1/1/2025 13:57
2a9d34b2-679f-4950-90f9-8d6657c1c376,Mntap,5,1/1/2025 12:24
fbb41eac-8067-4c3d-889f-9b56fb85b47e,"Kode otp nya udah benar malah salah, tolong diperbaiki lagi",1,1/1/2025 12:10
3e12ad43-5316-49bf-a7a8-b3a0af4fd712,Sangat bagus,5,1/1/2025 11:33
7c7f6fba-30a8-475d-86fd-27a3dcaea2c1,"Dengan adanya aplikasi BNI mobile banking ini. Sangat membantu dn mempermudah sgala trsaksi. Nmun sya m tanya setelah hp dn nmor yg terdaftar hilang g aktif lagi sya m buka aplikasi g bisa"" Id nya sllu slah. Dn nomor yg terdaftar g aktif lgi ini bhai mna y agr bisa terbuka lgi 🙏🙏🙏🙏",5,1/1/2025 11:33
32a1b789-b34b-4375-9e99-505b27e52bc9,"lawak dah 3 tahun aku pake nih bank, masak ngajukan pelaporan karna uang tf gk masuk tapi saldo terpotong nelp call center cuman untuk dengar mohon menunggu akan kami sambungkan ke call center serta suara music gk jelas sampai habis pulsa 80k, kau kira enak nyari uang 80k? klo misalnya lagi pada offline call center mu karna hari besar gausah sekalian di aktifkan call centernya, merugikan orang tau gak!!!!!! aku pun kerja di bidang jasa jugak tapi gk kemarok gini nyedot uang orang",1,1/1/2025 10:05
22abf88f-4a1e-4ada-826d-460a8fbbfc45,BANK TAI,1,1/1/2025 9:43
801b0bb9-3f68-43fb-b37d-9a69a7b51bac,Kenapa setiap bikin userid selalu di suruh hubungi kantor cabang terdekat terus..??,1,1/1/2025 9:34
1f085fe4-56e3-4366-81e3-f100f723bf6a,Kenapa gangguan beberapa hari ini gan,5,1/1/2025 8:33
b52807b9-304a-49ad-b044-7197e60f80c7,"Mau masuk sudah ga bisa Versi android sudah 14 hyper OS Memori sisa banyak masih terpakai 30%, Sangat tergangu pakai BIOMETRIK keluar sendiri (TRANSAKSI TIDAK DAPAT DILANJUTKAN), pakai SANDI keluar lagi (TRANSAKSI TIDAK DAPAT DILANJUTKAN) maksudnya gmn????? .. KECEWA ‼️🤬🤬",1,1/1/2025 7:56
32b36dc2-b435-4e9b-84df-48e1c4d7200c,MAU TOPUP DANA AJA SUSAH MENDING PINDAH,1,1/1/2025 6:32
63ce36d5-7900-4dfb-a267-a334e6a37ecf,Tidak bisa di download sedangkan aplikasi yang lain bisa,1,1/1/2025 4:34
5cc5d380-6d49-4f89-8b60-552e8f768a1a,Makin buruk ....aplikasi nya tiba tibake blokir sendiri aplikasi. cs lama respon...... sering maintenance lama sekali aduh................makin kesini makin buruk,1,1/1/2025 3:24
515708b7-c135-4875-832f-7c90fc088cf6,Good,5,1/1/2025 3:11
f18738e0-3dbc-4fc2-a137-79bc28ed93d6,Knpaa tiba2 tdk bisa melakukan Transaksi ???,1,1/1/2025 3:08
bbb3a13a-db07-4775-94a6-fa23c53110c1,lemot parah maintenc lama bener,1,1/1/2025 2:15
936ea5f1-969b-4f49-8de2-fda4f7f489c4,BNI KENPA GAK BISA TRANSFER YA,1,1/1/2025 2:02
fa7dceb1-6ea8-4492-9877-0707806d0345,terlalu sering error,1,1/1/2025 1:41
b73b660b-f338-4e5d-ac87-346e44ab4edf,Heran maslah mulu pas mau tf,2,1/1/2025 1:32
07677796-9cff-4600-bc93-0e28273fc771,"nahhh ... setelah banyak yg komplain, sekarang lancar jaya kembali, trimakasih dev 👍👍👍🙏",5,12/31/2024 22:32
